Montipora_capitata_HIv3___Scaffold_1	23001	27867	-
Montipora_capitata_HIv3___Scaffold_1	27933	29682	-
Montipora_capitata_HIv3___Scaffold_1	29721	30149	-
Montipora_capitata_HIv3___Scaffold_1	30229	31465	-
Montipora_capitata_HIv3___Scaffold_1	31704	31889	-
Montipora_capitata_HIv3___Scaffold_1	31987	33294	-
Montipora_capitata_HIv3___Scaffold_1	33366	35410	-
Montipora_capitata_HIv3___Scaffold_1	35457	35646	-
Montipora_capitata_HIv3___Scaffold_1	35668	35766	-
Montipora_capitata_HIv3___Scaffold_1	35870	35948	-
Montipora_capitata_HIv3___Scaffold_1	44761	45642	-
Montipora_capitata_HIv3___Scaffold_1	45753	46282	-
Montipora_capitata_HIv3___Scaffold_1	46428	47359	-
Montipora_capitata_HIv3___Scaffold_1	47464	47882	-
Montipora_capitata_HIv3___Scaffold_1	47943	49344	-
Montipora_capitata_HIv3___Scaffold_1	49399	49956	-
Montipora_capitata_HIv3___Scaffold_1	50037	50645	-
Montipora_capitata_HIv3___Scaffold_1	50793	51864	-
Montipora_capitata_HIv3___Scaffold_1	51927	52892	-
Montipora_capitata_HIv3___Scaffold_1	52954	58383	-
Montipora_capitata_HIv3___Scaffold_1	58475	59177	-
Montipora_capitata_HIv3___Scaffold_1	59257	60836	-
Montipora_capitata_HIv3___Scaffold_1	60885	62566	-
Montipora_capitata_HIv3___Scaffold_1	62683	63111	-
Montipora_capitata_HIv3___Scaffold_1	63140	64554	-
Montipora_capitata_HIv3___Scaffold_1	64663	69669	-
Montipora_capitata_HIv3___Scaffold_1	77878	81295	-
Montipora_capitata_HIv3___Scaffold_1	81416	82106	-
Montipora_capitata_HIv3___Scaffold_1	82504	86515	+
Montipora_capitata_HIv3___Scaffold_1	86581	87959	+
Montipora_capitata_HIv3___Scaffold_1	88072	88386	+
Montipora_capitata_HIv3___Scaffold_1	88581	89305	+
Montipora_capitata_HIv3___Scaffold_1	89387	89487	+
Montipora_capitata_HIv3___Scaffold_1	89694	91286	+
Montipora_capitata_HIv3___Scaffold_1	91525	92207	+
Montipora_capitata_HIv3___Scaffold_1	92458	92812	+
Montipora_capitata_HIv3___Scaffold_1	92906	93118	+
Montipora_capitata_HIv3___Scaffold_1	93250	93817	+
Montipora_capitata_HIv3___Scaffold_1	93892	94947	+
Montipora_capitata_HIv3___Scaffold_1	94996	95178	+
Montipora_capitata_HIv3___Scaffold_1	101116	101483	-
Montipora_capitata_HIv3___Scaffold_1	101731	109575	-
Montipora_capitata_HIv3___Scaffold_1	109941	112980	+
Montipora_capitata_HIv3___Scaffold_1	113056	113464	+
Montipora_capitata_HIv3___Scaffold_1	113556	114753	+
Montipora_capitata_HIv3___Scaffold_1	114827	116421	+
Montipora_capitata_HIv3___Scaffold_1	116485	117282	+
Montipora_capitata_HIv3___Scaffold_1	117325	117837	+
Montipora_capitata_HIv3___Scaffold_1	117949	118112	+
Montipora_capitata_HIv3___Scaffold_1	118211	119180	+
Montipora_capitata_HIv3___Scaffold_1	119235	127911	+
Montipora_capitata_HIv3___Scaffold_1	127941	128422	+
Montipora_capitata_HIv3___Scaffold_1	128486	129386	+
Montipora_capitata_HIv3___Scaffold_1	129478	132212	+
Montipora_capitata_HIv3___Scaffold_1	132268	137188	+
Montipora_capitata_HIv3___Scaffold_1	137283	137798	+
Montipora_capitata_HIv3___Scaffold_1	137880	139052	+
Montipora_capitata_HIv3___Scaffold_1	139136	142442	+
Montipora_capitata_HIv3___Scaffold_1	142610	147290	+
Montipora_capitata_HIv3___Scaffold_1	147339	148045	+
Montipora_capitata_HIv3___Scaffold_1	148164	148270	+
Montipora_capitata_HIv3___Scaffold_1	148410	161274	+
Montipora_capitata_HIv3___Scaffold_1	161410	163156	+
Montipora_capitata_HIv3___Scaffold_1	176454	176596	+
Montipora_capitata_HIv3___Scaffold_1	176671	177904	+
Montipora_capitata_HIv3___Scaffold_1	178014	178397	+
Montipora_capitata_HIv3___Scaffold_1	178516	178679	+
Montipora_capitata_HIv3___Scaffold_1	178838	179044	+
Montipora_capitata_HIv3___Scaffold_1	179165	181073	+
Montipora_capitata_HIv3___Scaffold_1	181262	182724	+
Montipora_capitata_HIv3___Scaffold_1	182782	183717	+
Montipora_capitata_HIv3___Scaffold_1	183794	184254	+
Montipora_capitata_HIv3___Scaffold_1	184322	190124	+
Montipora_capitata_HIv3___Scaffold_1	190231	190353	+
Montipora_capitata_HIv3___Scaffold_1	190451	190813	+
Montipora_capitata_HIv3___Scaffold_1	190944	192954	+
Montipora_capitata_HIv3___Scaffold_1	193044	193134	+
Montipora_capitata_HIv3___Scaffold_1	193236	195383	+
Montipora_capitata_HIv3___Scaffold_1	195516	195614	+
Montipora_capitata_HIv3___Scaffold_1	195680	197432	+
Montipora_capitata_HIv3___Scaffold_1	197610	205377	+
Montipora_capitata_HIv3___Scaffold_1	205542	206166	+
Montipora_capitata_HIv3___Scaffold_1	206244	206712	+
Montipora_capitata_HIv3___Scaffold_1	206834	207606	+
Montipora_capitata_HIv3___Scaffold_1	207700	209166	+
Montipora_capitata_HIv3___Scaffold_1	209301	210770	+
Montipora_capitata_HIv3___Scaffold_1	210931	211006	+
Montipora_capitata_HIv3___Scaffold_1	211063	211153	+
